record_id,collection_round,route,airline,flight,departure_date,collection_time,booking_horizon,cabin,base_fare,taxes,total_fare,availability,source,quality_status
199,2,DEL-CCU,IndiGo,IN607,2026-09-22,2026-09-15,T+7,Economy,7970.0,1430.0,9400.0,Available,OTA,Valid
200,2,DEL-CCU,IndiGo,IN663,2026-09-22,2026-09-21,T+1,Economy,9400.0,1690.0,11090.0,Sold Out,Airline Site,Valid
201,2,DEL-CCU,Air India,AI891,2026-09-22,2026-08-08,T+45,Economy,3840.0,690.0,4530.0,Available,Airline Site,Valid
202,2,DEL-CCU,Air India,AI655,2026-09-22,2026-08-23,T+30,Economy,5290.0,950.0,6240.0,Available,Airline Site,Valid
203,2,DEL-CCU,Air India,AI470,2026-09-22,2026-09-07,T+15,Economy,6130.0,1100.0,7230.0,Available,OTA,Valid
204,2,DEL-CCU,Air India,AI878,2026-09-22,2026-09-15,T+7,Economy,7450.0,1340.0,8790.0,Available,OTA,Valid
205,2,DEL-CCU,Air India,AI394,2026-09-22,2026-09-21,T+1,Economy,7880.0,1420.0,9300.0,Available,OTA,Valid
206,2,DEL-CCU,Akasa,AK723,2026-09-22,2026-08-08,T+45,Economy,3690.0,660.0,4350.0,Available,Airline Site,Valid
207,2,DEL-CCU,Akasa,AK114,2026-09-22,2026-08-23,T+30,Economy,4860.0,870.0,5730.0,Available,Airline Site,Valid
208,2,DEL-CCU,Akasa,AK961,2026-09-22,2026-09-07,T+15,Economy,5930.0,1070.0,7000.0,Available,OTA,Valid
209,2,DEL-CCU,Akasa,AK763,2026-09-22,2026-09-15,T+7,Economy,7660.0,1380.0,9040.0,Available,OTA,Valid
210,2,DEL-CCU,Akasa,AK398,2026-09-22,2026-09-21,T+1,Economy,8260.0,1490.0,9750.0,Available,OTA,Valid
211,2,DEL-HYD,IndiGo,IN583,2026-09-22,2026-08-08,T+45,Economy,3800.0,680.0,4480.0,Available,Airline Site,Valid
212,2,DEL-HYD,IndiGo,IN713,2026-09-22,2026-08-23,T+30,Economy,5050.0,910.0,5960.0,Available,Airline Site,Valid
213,2,DEL-HYD,IndiGo,IN382,2026-09-22,2026-09-07,T+15,Economy,6910.0,1240.0,8150.0,Available,OTA,Valid
214,2,DEL-HYD,IndiGo,IN906,2026-09-22,2026-09-15,T+7,Economy,6910.0,1240.0,8150.0,Available,Airline Site,Valid
215,2,DEL-HYD,IndiGo,IN405,2026-09-22,2026-09-21,T+1,Economy,7290.0,1310.0,8600.0,Available,OTA,Valid
216,2,DEL-HYD,Air India,AI595,2026-09-22,2026-08-08,T+45,Economy,4140.0,750.0,4890.0,Available,OTA,Valid
217,2,DEL-HYD,Air India,AI429,2026-09-22,2026-08-23,T+30,Economy,5550.0,1000.0,6550.0,Available,Airline Site,Valid
218,2,DEL-HYD,Air India,AI339,2026-09-22,2026-09-07,T+15,Economy,7130.0,1280.0,8410.0,Available,OTA,Valid
219,2,DEL-HYD,Air India,AI862,2026-09-22,2026-09-15,T+7,Economy,7010.0,1260.0,8270.0,Available,OTA,Valid
220,2,DEL-HYD,Air India,AI779,2026-09-22,2026-09-21,T+1,Economy,8150.0,1470.0,9620.0,Available,Airline Site,Valid
221,2,DEL-HYD,Akasa,AK614,2026-09-22,2026-08-08,T+45,Economy,3860.0,690.0,4550.0,Available,OTA,Valid
222,2,DEL-HYD,Akasa,AK995,2026-09-22,2026-08-23,T+30,Economy,5440.0,980.0,6420.0,Available,Airline Site,Valid
223,2,DEL-HYD,Akasa,AK567,2026-09-22,2026-09-07,T+15,Economy,6590.0,1190.0,7780.0,Sold Out,Airline Site,Valid
224,2,DEL-HYD,Akasa,AK770,2026-09-22,2026-09-15,T+7,Economy,7130.0,1280.0,8410.0,Available,Airline Site,Valid
225,2,DEL-HYD,Akasa,AK371,2026-09-22,2026-09-21,T+1,Economy,7760.0,1400.0,9160.0,Available,OTA,Valid
226,2,BOM-HYD,IndiGo,IN972,2026-09-22,2026-08-08,T+45,Economy,3880.0,700.0,4580.0,Available,OTA,Valid
227,2,BOM-HYD,IndiGo,IN741,2026-09-22,2026-08-23,T+30,Economy,5530.0,1000.0,6530.0,Available,OTA,Valid
228,2,BOM-HYD,IndiGo,IN136,2026-09-22,2026-09-07,T+15,Economy,7080.0,1270.0,8350.0,Available,Airline Site,Valid
229,2,BOM-HYD,IndiGo,IN394,2026-09-22,2026-09-15,T+7,Economy,7540.0,1360.0,8900.0,Available,Airline Site,Valid
230,2,BOM-HYD,IndiGo,IN200,2026-09-22,2026-09-21,T+1,Economy,7740.0,1390.0,9130.0,Available,Airline Site,Valid
231,2,BOM-HYD,Air India,AI129,2026-09-22,2026-08-08,T+45,Economy,3730.0,670.0,4400.0,Sold Out,Airline Site,Valid
232,2,BOM-HYD,Air India,AI483,2026-09-22,2026-08-23,T+30,Economy,4910.0,880.0,5790.0,Available,Airline Site,Valid
233,2,BOM-HYD,Air India,AI679,2026-09-22,2026-09-07,T+15,Economy,6380.0,1150.0,7530.0,Available,Airline Site,Valid
234,2,BOM-HYD,Air India,AI180,2026-09-22,2026-09-15,T+7,Economy,6510.0,1170.0,7680.0,Available,OTA,Valid
235,2,BOM-HYD,Air India,AI346,2026-09-22,2026-09-21,T+1,Economy,7770.0,1400.0,9170.0,Available,Airline Site,Valid
236,2,BOM-HYD,Akasa,AK570,2026-09-22,2026-08-08,T+45,Economy,3570.0,640.0,4210.0,Available,Airline Site,Valid
237,2,BOM-HYD,Akasa,AK576,2026-09-22,2026-08-23,T+30,Economy,5060.0,910.0,5970.0,Available,Airline Site,Valid
238,2,BOM-HYD,Akasa,AK453,2026-09-22,2026-09-07,T+15,Economy,5570.0,1000.0,6570.0,Available,OTA,Valid
239,2,BOM-HYD,Akasa,AK534,2026-09-22,2026-09-15,T+7,Economy,6950.0,1250.0,8200.0,Available,OTA,Valid
240,2,BOM-HYD,Akasa,AK303,2026-09-22,2026-09-21,T+1,Economy,7840.0,1410.0,9250.0,Available,OTA,Valid
241,2,BLR-HYD,IndiGo,IN467,2026-09-22,2026-08-08,T+45,Economy,3160.0,570.0,3730.0,Available,OTA,Valid
242,2,BLR-HYD,IndiGo,IN949,2026-09-22,2026-08-23,T+30,Economy,4010.0,720.0,4730.0,Available,OTA,Valid
243,2,BLR-HYD,IndiGo,IN985,2026-09-22,2026-09-07,T+15,Economy,4850.0,870.0,5720.0,Available,Airline Site,Valid
244,2,BLR-HYD,IndiGo,IN863,2026-09-22,2026-09-15,T+7,Economy,6510.0,1170.0,7680.0,Available,OTA,Valid
245,2,BLR-HYD,IndiGo,IN335,2026-09-22,2026-09-21,T+1,Economy,6830.0,1230.0,8060.0,Available,OTA,Valid
246,2,BLR-HYD,Air India,AI356,2026-09-22,2026-08-08,T+45,Economy,3230.0,580.0,3810.0,Available,Airline Site,Valid
247,2,BLR-HYD,Air India,AI742,2026-09-22,2026-08-23,T+30,Economy,4430.0,800.0,5230.0,Available,OTA,Valid
248,2,BLR-HYD,Air India,AI134,2026-09-22,2026-09-07,T+15,Economy,5810.0,1050.0,6860.0,Available,Airline Site,Valid
249,2,BLR-HYD,Air India,AI402,2026-09-22,2026-09-15,T+7,Economy,5540.0,1000.0,6540.0,Available,OTA,Valid
250,2,BLR-HYD,Air India,AI235,2026-09-22,2026-09-21,T+1,Economy,6040.0,1090.0,7130.0,Available,OTA,Valid
251,2,BLR-HYD,Akasa,AK950,2026-09-22,2026-08-08,T+45,Economy,3440.0,620.0,4060.0,Available,OTA,Valid
252,2,BLR-HYD,Akasa,AK402,2026-09-22,2026-08-23,T+30,Economy,4920.0,890.0,5810.0,Available,OTA,Valid
253,2,BLR-HYD,Akasa,AK579,2026-09-22,2026-09-07,T+15,Economy,6200.0,1120.0,7320.0,Available,Airline Site,Valid
254,2,BLR-HYD,Akasa,AK331,2026-09-22,2026-09-15,T+7,Economy,6860.0,1230.0,8090.0,Available,OTA,Valid
255,2,BLR-HYD,Akasa,AK923,2026-09-22,2026-09-21,T+1,Economy,7760.0,1400.0,9160.0,Available,Airline Site,Valid
256,2,DEL-MAA,IndiGo,IN649,2026-09-22,2026-08-08,T+45,Economy,3450.0,620.0,4070.0,Available,OTA,Valid
257,2,DEL-MAA,IndiGo,IN788,2026-09-22,2026-08-23,T+30,Economy,4760.0,860.0,5620.0,Available,OTA,Valid
258,2,DEL-MAA,IndiGo,IN480,2026-09-22,2026-09-07,T+15,Economy,6240.0,1120.0,7360.0,Available,Airline Site,Valid
259,2,DEL-MAA,IndiGo,IN734,2026-09-22,2026-09-15,T+7,Economy,6470.0,1160.0,7630.0,Available,OTA,Valid
260,2,DEL-MAA,IndiGo,IN326,2026-09-22,2026-09-21,T+1,Economy,7700.0,1390.0,9090.0,Available,OTA,Valid
261,2,DEL-MAA,Air India,AI518,2026-09-22,2026-08-08,T+45,Economy,3530.0,640.0,4170.0,Available,Airline Site,Valid
262,2,DEL-MAA,Air India,AI411,2026-09-22,2026-08-23,T+30,Economy,5030.0,910.0,5940.0,Available,Airline Site,Valid
263,2,DEL-MAA,Air India,AI650,2026-09-22,2026-09-07,T+15,Economy,5530.0,1000.0,6530.0,Available,OTA,Valid
264,2,DEL-MAA,Air India,AI860,2026-09-22,2026-09-15,T+7,Economy,6470.0,1160.0,7630.0,Available,OTA,Valid
265,2,DEL-MAA,Air India,AI844,2026-09-22,2026-09-21,T+1,Economy,7300.0,1310.0,8610.0,Available,OTA,Valid
266,2,DEL-MAA,Akasa,AK730,2026-09-22,2026-08-08,T+45,Economy,3370.0,610.0,3980.0,Available,OTA,Valid
267,2,DEL-MAA,Akasa,AK479,2026-09-22,2026-08-23,T+30,Economy,4280.0,770.0,5050.0,Available,OTA,Valid
268,2,DEL-MAA,Akasa,AK975,2026-09-22,2026-09-07,T+15,Economy,6230.0,1120.0,7350.0,Available,OTA,Valid
269,2,DEL-MAA,Akasa,AK760,2026-09-22,2026-09-15,T+7,Economy,6420.0,1160.0,7580.0,Available,OTA,Valid
270,2,DEL-MAA,Akasa,AK225,2026-09-22,2026-09-21,T+1,Economy,6450.0,1160.0,7610.0,Available,OTA,Valid
271,2,BOM-MAA,IndiGo,IN754,2026-09-22,2026-08-08,T+45,Economy,4700.0,850.0,5550.0,Available,Airline Site,Valid
272,2,BOM-MAA,IndiGo,IN441,2026-09-22,2026-08-23,T+30,Economy,5990.0,1080.0,7070.0,Available,Airline Site,Valid
273,2,BOM-MAA,IndiGo,IN310,2026-09-22,2026-09-07,T+15,Economy,8440.0,1520.0,9960.0,Available,Airline Site,Valid
274,2,BOM-MAA,IndiGo,IN932,2026-09-22,2026-09-15,T+7,Economy,9040.0,1630.0,10670.0,Available,OTA,Valid
275,2,BOM-MAA,IndiGo,IN907,2026-09-22,2026-09-21,T+1,Economy,10160.0,1830.0,11990.0,Available,Airline Site,Valid
276,2,BOM-MAA,Air India,AI233,2026-09-22,2026-08-08,T+45,Economy,4890.0,880.0,5770.0,Available,Airline Site,Valid
277,2,BOM-MAA,Air India,AI987,2026-09-22,2026-08-23,T+30,Economy,6280.0,1130.0,7410.0,Sold Out,Airline Site,Valid
278,2,BOM-MAA,Air India,AI907,2026-09-22,2026-09-07,T+15,Economy,8080.0,1450.0,9530.0,Available,OTA,Valid
279,2,BOM-MAA,Air India,AI371,2026-09-22,2026-09-15,T+7,Economy,8220.0,1480.0,9700.0,Available,OTA,Valid
280,2,BOM-MAA,Air India,AI863,2026-09-22,2026-09-21,T+1,Economy,9960.0,1790.0,11750.0,Available,OTA,Valid
281,2,BOM-MAA,Akasa,AK211,2026-09-22,2026-08-08,T+45,Economy,5390.0,970.0,6360.0,Available,Airline Site,Valid
282,2,BOM-MAA,Akasa,AK144,2026-09-22,2026-08-23,T+30,Economy,7670.0,1380.0,9050.0,Available,OTA,Valid
283,2,BOM-MAA,Akasa,AK131,2026-09-22,2026-09-07,T+15,Economy,9080.0,1630.0,10710.0,Available,OTA,Valid
284,2,BOM-MAA,Akasa,AK536,2026-09-22,2026-09-15,T+7,Economy,10950.0,1970.0,12920.0,Available,OTA,Valid
285,2,BOM-MAA,Akasa,AK554,2026-09-22,2026-09-21,T+1,Economy,11480.0,2070.0,13550.0,Available,Airline Site,Valid
286,2,CCU-BLR,IndiGo,IN229,2026-09-22,2026-08-08,T+45,Economy,3090.0,560.0,3650.0,Available,OTA,Valid
287,2,CCU-BLR,IndiGo,IN711,2026-09-22,2026-08-23,T+30,Economy,4110.0,740.0,4850.0,Available,OTA,Valid
288,2,CCU-BLR,IndiGo,IN540,2026-09-22,2026-09-07,T+15,Economy,5260.0,950.0,6210.0,Available,Airline Site,Valid
289,2,CCU-BLR,IndiGo,IN766,2026-09-22,2026-09-15,T+7,Economy,6290.0,1130.0,7420.0,Available,Airline Site,Valid
290,2,CCU-BLR,IndiGo,IN333,2026-09-22,2026-09-21,T+1,Economy,6160.0,1110.0,7270.0,Available,OTA,Valid
291,2,CCU-BLR,Air India,AI420,2026-09-22,2026-08-08,T+45,Economy,3140.0,570.0,3710.0,Available,OTA,Valid
292,2,CCU-BLR,Air India,AI256,2026-09-22,2026-08-23,T+30,Economy,4170.0,750.0,4920.0,Available,OTA,Valid
293,2,CCU-BLR,Air India,AI951,2026-09-22,2026-09-07,T+15,Economy,4890.0,880.0,5770.0,Available,OTA,Valid
294,2,CCU-BLR,Air India,AI856,2026-09-22,2026-09-15,T+7,Economy,5390.0,970.0,6360.0,Available,Airline Site,Valid
295,2,CCU-BLR,Air India,AI700,2026-09-22,2026-09-21,T+1,Economy,6450.0,1160.0,7610.0,Available,OTA,Valid
296,2,CCU-BLR,Akasa,AK994,2026-09-22,2026-08-08,T+45,Economy,3310.0,600.0,3910.0,Available,OTA,Valid
297,2,CCU-BLR,Akasa,AK838,2026-09-22,2026-08-23,T+30,Economy,4670.0,840.0,5510.0,Available,OTA,Valid
298,2,CCU-BLR,Akasa,AK460,2026-09-22,2026-09-07,T+15,Economy,5740.0,1030.0,6770.0,Available,Airline Site,Valid
299,2,CCU-BLR,Akasa,AK593,2026-09-22,2026-09-15,T+7,Economy,5760.0,1040.0,6800.0,Available,Airline Site,Valid
300,2,CCU-BLR,Akasa,AK669,2026-09-22,2026-09-21,T+1,Economy,6470.0,1160.0,7630.0,Available,OTA,Valid
301,3,DEL-BOM,IndiGo,IN885,2026-09-29,2026-08-15,T+45,Economy,6060.0,1090.0,7150.0,Available,Airline Site,Valid
302,3,DEL-BOM,IndiGo,IN773,2026-09-29,2026-08-30,T+30,Economy,8280.0,1490.0,9770.0,Available,OTA,Valid
303,3,DEL-BOM,IndiGo,IN379,2026-09-29,2026-09-14,T+15,Economy,9340.0,1680.0,11020.0,Available,OTA,Valid
304,3,DEL-BOM,IndiGo,IN459,2026-09-29,2026-09-22,T+7,Economy,12500.0,2250.0,14750.0,Sold Out,Airline Site,Valid
305,3,DEL-BOM,IndiGo,IN510,2026-09-29,2026-09-28,T+1,Economy,12470.0,2240.0,14710.0,Available,Airline Site,Valid
306,3,DEL-BOM,Air India,AI485,2026-09-29,2026-08-15,T+45,Economy,5250.0,940.0,6190.0,Available,OTA,Valid
307,3,DEL-BOM,Air India,AI419,2026-09-29,2026-08-30,T+30,Economy,6790.0,1220.0,8010.0,Available,Airline Site,Valid
308,3,DEL-BOM,Air India,AI259,2026-09-29,2026-09-14,T+15,Economy,9600.0,1730.0,11330.0,Available,Airline Site,Valid
309,3,DEL-BOM,Air India,AI378,2026-09-29,2026-09-22,T+7,Economy,10300.0,1850.0,12150.0,Available,OTA,Valid
310,3,DEL-BOM,Air India,AI552,2026-09-29,2026-09-28,T+1,Economy,10610.0,1910.0,12520.0,Available,Airline Site,Valid
311,3,DEL-BOM,Akasa,AK540,2026-09-29,2026-08-15,T+45,Economy,6000.0,1080.0,7080.0,Available,OTA,Valid
312,3,DEL-BOM,Akasa,AK415,2026-09-29,2026-08-30,T+30,Economy,8120.0,1460.0,9580.0,Sold Out,OTA,Valid
313,3,DEL-BOM,Akasa,AK156,2026-09-29,2026-09-14,T+15,Economy,11160.0,2010.0,13170.0,Sold Out,OTA,Valid
314,3,DEL-BOM,Akasa,AK885,2026-09-29,2026-09-22,T+7,Economy,12440.0,2240.0,14680.0,Available,OTA,Valid
315,3,DEL-BOM,Akasa,AK222,2026-09-29,2026-09-28,T+1,Economy,11540.0,2080.0,13620.0,Sold Out,OTA,Valid
316,3,DEL-BLR,IndiGo,IN820,2026-09-29,2026-08-15,T+45,Economy,3210.0,580.0,3790.0,Available,OTA,Valid
317,3,DEL-BLR,IndiGo,IN982,2026-09-29,2026-08-30,T+30,Economy,4110.0,740.0,4850.0,Available,OTA,Valid
318,3,DEL-BLR,IndiGo,IN179,2026-09-29,2026-09-14,T+15,Economy,4950.0,890.0,5840.0,Available,OTA,Valid
319,3,DEL-BLR,IndiGo,IN826,2026-09-29,2026-09-22,T+7,Economy,6160.0,1110.0,7270.0,Available,OTA,Valid
320,3,DEL-BLR,IndiGo,IN121,2026-09-29,2026-09-28,T+1,Economy,5910.0,1060.0,6970.0,Available,Airline Site,Valid
321,3,DEL-BLR,Air India,AI951,2026-09-29,2026-08-15,T+45,Economy,3630.0,650.0,4280.0,Available,OTA,Valid
322,3,DEL-BLR,Air India,AI964,2026-09-29,2026-08-30,T+30,Economy,4660.0,840.0,5500.0,Available,OTA,Valid
323,3,DEL-BLR,Air India,AI636,2026-09-29,2026-09-14,T+15,Economy,6290.0,1130.0,7420.0,Available,OTA,Valid
324,3,DEL-BLR,Air India,AI326,2026-09-29,2026-09-22,T+7,Economy,7230.0,1300.0,8530.0,Available,Airline Site,Valid
325,3,DEL-BLR,Air India,AI748,2026-09-29,2026-09-28,T+1,Economy,6610.0,1190.0,7800.0,Available,Airline Site,Valid
326,3,DEL-BLR,Akasa,AK844,2026-09-29,2026-08-15,T+45,Economy,3700.0,670.0,4370.0,Available,Airline Site,Valid
327,3,DEL-BLR,Akasa,AK249,2026-09-29,2026-08-30,T+30,Economy,4840.0,870.0,5710.0,Available,Airline Site,Valid
328,3,DEL-BLR,Akasa,AK878,2026-09-29,2026-09-14,T+15,Economy,6420.0,1160.0,7580.0,Available,Airline Site,Valid
329,3,DEL-BLR,Akasa,AK891,2026-09-29,2026-09-22,T+7,Economy,6480.0,1170.0,7650.0,Available,OTA,Valid
330,3,DEL-BLR,Akasa,AK878,2026-09-29,2026-09-28,T+1,Economy,7970.0,1430.0,9400.0,Available,OTA,Valid
331,3,BOM-BLR,IndiGo,IN254,2026-09-29,2026-08-15,T+45,Economy,3280.0,590.0,3870.0,Available,OTA,Valid
332,3,BOM-BLR,IndiGo,IN410,2026-09-29,2026-08-30,T+30,Economy,4390.0,790.0,5180.0,Available,Airline Site,Valid
333,3,BOM-BLR,IndiGo,IN175,2026-09-29,2026-09-14,T+15,Economy,5410.0,970.0,6380.0,Available,OTA,Valid
334,3,BOM-BLR,IndiGo,IN477,2026-09-29,2026-09-22,T+7,Economy,5540.0,1000.0,6540.0,Available,Airline Site,Valid
335,3,BOM-BLR,IndiGo,IN975,2026-09-29,2026-09-28,T+1,Economy,6870.0,1240.0,8110.0,Available,OTA,Valid
336,3,BOM-BLR,Air India,AI910,2026-09-29,2026-08-15,T+45,Economy,3040.0,550.0,3590.0,Available,Airline Site,Valid
337,3,BOM-BLR,Air India,AI929,2026-09-29,2026-08-30,T+30,Economy,4070.0,730.0,4800.0,Available,Airline Site,Valid
338,3,BOM-BLR,Air India,AI587,2026-09-29,2026-09-14,T+15,Economy,4980.0,900.0,5880.0,Available,Airline Site,Valid
339,3,BOM-BLR,Air India,AI930,2026-09-29,2026-09-22,T+7,Economy,5660.0,1020.0,6680.0,Available,OTA,Valid
340,3,BOM-BLR,Air India,AI186,2026-09-29,2026-09-28,T+1,Economy,6870.0,1240.0,8110.0,Available,Airline Site,Valid
341,3,BOM-BLR,Akasa,AK549,2026-09-29,2026-08-15,T+45,Economy,2780.0,500.0,3280.0,Available,Airline Site,Valid
342,3,BOM-BLR,Akasa,AK389,2026-09-29,2026-08-30,T+30,Economy,3690.0,660.0,4350.0,Available,OTA,Valid
343,3,BOM-BLR,Akasa,AK153,2026-09-29,2026-09-14,T+15,Economy,4900.0,880.0,5780.0,Available,OTA,Valid
344,3,BOM-BLR,Akasa,AK196,2026-09-29,2026-09-22,T+7,Economy,4740.0,850.0,5590.0,Available,OTA,Valid
345,3,BOM-BLR,Akasa,AK841,2026-09-29,2026-09-28,T+1,Economy,5340.0,960.0,6300.0,Available,Airline Site,Valid
346,3,DEL-CCU,IndiGo,IN244,2026-09-29,2026-08-15,T+45,Economy,4000.0,720.0,4720.0,Available,OTA,Valid
347,3,DEL-CCU,IndiGo,IN815,2026-09-29,2026-08-30,T+30,Economy,5720.0,1030.0,6750.0,Available,Airline Site,Valid
348,3,DEL-CCU,IndiGo,IN186,2026-09-29,2026-09-14,T+15,Economy,6930.0,1250.0,8180.0,Available,OTA,Valid
349,3,DEL-CCU,IndiGo,IN436,2026-09-29,2026-09-22,T+7,Economy,7790.0,1400.0,9190.0,Available,Airline Site,Valid
350,3,DEL-CCU,IndiGo,IN533,2026-09-29,2026-09-28,T+1,Economy,8400.0,1510.0,9910.0,Available,Airline Site,Valid
351,3,DEL-CCU,Air India,AI319,2026-09-29,2026-08-15,T+45,Economy,4030.0,730.0,4760.0,Available,OTA,Valid
352,3,DEL-CCU,Air India,AI240,2026-09-29,2026-08-30,T+30,Economy,5230.0,940.0,6170.0,Available,OTA,Valid
353,3,DEL-CCU,Air India,AI203,2026-09-29,2026-09-14,T+15,Economy,7310.0,1320.0,8630.0,Available,Airline Site,Valid
354,3,DEL-CCU,Air India,AI997,2026-09-29,2026-09-22,T+7,Economy,7870.0,1420.0,9290.0,Available,Airline Site,Valid
355,3,DEL-CCU,Air India,AI257,2026-09-29,2026-09-28,T+1,Economy,8350.0,1500.0,9850.0,Available,Airline Site,Valid
356,3,DEL-CCU,Akasa,AK473,2026-09-29,2026-08-15,T+45,Economy,4320.0,780.0,5100.0,Available,Airline Site,Valid
357,3,DEL-CCU,Akasa,AK725,2026-09-29,2026-08-30,T+30,Economy,6170.0,1110.0,7280.0,Available,OTA,Valid
358,3,DEL-CCU,Akasa,AK344,2026-09-29,2026-09-14,T+15,Economy,6960.0,1250.0,8210.0,Available,OTA,Valid
359,3,DEL-CCU,Akasa,AK298,2026-09-29,2026-09-22,T+7,Economy,8880.0,1600.0,10480.0,Available,OTA,Valid
360,3,DEL-CCU,Akasa,AK388,2026-09-29,2026-09-28,T+1,Economy,8670.0,1560.0,10230.0,Available,OTA,Valid
361,3,DEL-HYD,IndiGo,IN920,2026-09-29,2026-08-15,T+45,Economy,4370.0,790.0,5160.0,Available,OTA,Valid
362,3,DEL-HYD,IndiGo,IN592,2026-09-29,2026-08-30,T+30,Economy,5580.0,1000.0,6580.0,Available,Airline Site,Valid
363,3,DEL-HYD,IndiGo,IN628,2026-09-29,2026-09-14,T+15,Economy,7750.0,1400.0,9150.0,Available,OTA,Valid
364,3,DEL-HYD,IndiGo,IN264,2026-09-29,2026-09-22,T+7,Economy,7480.0,1350.0,8830.0,Available,Airline Site,Valid
365,3,DEL-HYD,IndiGo,IN193,2026-09-29,2026-09-28,T+1,Economy,9570.0,1720.0,11290.0,Available,Airline Site,Valid
366,3,DEL-HYD,Air India,AI127,2026-09-29,2026-08-15,T+45,Economy,4260.0,770.0,5030.0,Available,OTA,Valid
367,3,DEL-HYD,Air India,AI341,2026-09-29,2026-08-30,T+30,Economy,5750.0,1040.0,6790.0,Available,Airline Site,Valid
368,3,DEL-HYD,Air India,AI128,2026-09-29,2026-09-14,T+15,Economy,7060.0,1270.0,8330.0,Available,Airline Site,Valid
369,3,DEL-HYD,Air India,AI765,2026-09-29,2026-09-22,T+7,Economy,8640.0,1560.0,10200.0,Available,Airline Site,Valid
370,3,DEL-HYD,Air India,AI393,2026-09-29,2026-09-28,T+1,Economy,7870.0,1420.0,9290.0,Available,OTA,Valid
371,3,DEL-HYD,Akasa,AK822,2026-09-29,2026-08-15,T+45,Economy,4160.0,750.0,4910.0,Available,Airline Site,Valid
372,3,DEL-HYD,Akasa,AK119,2026-09-29,2026-08-30,T+30,Economy,5900.0,1060.0,6960.0,Available,Airline Site,Valid
373,3,DEL-HYD,Akasa,AK844,2026-09-29,2026-09-14,T+15,Economy,7140.0,1290.0,8430.0,Available,OTA,Valid
374,3,DEL-HYD,Akasa,AK395,2026-09-29,2026-09-22,T+7,Economy,7170.0,1290.0,8460.0,Available,Airline Site,Valid
375,3,DEL-HYD,Akasa,AK529,2026-09-29,2026-09-28,T+1,Economy,7520.0,1350.0,8870.0,Available,OTA,Valid
376,3,BOM-HYD,IndiGo,IN611,2026-09-29,2026-08-15,T+45,Economy,3580.0,640.0,4220.0,Available,Airline Site,Valid
377,3,BOM-HYD,IndiGo,IN688,2026-09-29,2026-08-30,T+30,Economy,4910.0,880.0,5790.0,Available,Airline Site,Valid
378,3,BOM-HYD,IndiGo,IN101,2026-09-29,2026-09-14,T+15,Economy,5830.0,1050.0,6880.0,Available,Airline Site,Valid
379,3,BOM-HYD,IndiGo,IN291,2026-09-29,2026-09-22,T+7,Economy,6860.0,1230.0,8090.0,Available,Airline Site,Valid
380,3,BOM-HYD,IndiGo,IN469,2026-09-29,2026-09-28,T+1,Economy,7290.0,1310.0,8600.0,Available,Airline Site,Valid
381,3,BOM-HYD,Air India,AI750,2026-09-29,2026-08-15,T+45,Economy,3830.0,690.0,4520.0,Available,OTA,Valid
382,3,BOM-HYD,Air India,AI116,2026-09-29,2026-08-30,T+30,Economy,5010.0,900.0,5910.0,Available,Airline Site,Valid
383,3,BOM-HYD,Air India,AI850,2026-09-29,2026-09-14,T+15,Economy,6310.0,1140.0,7450.0,Available,Airline Site,Valid
384,3,BOM-HYD,Air India,AI852,2026-09-29,2026-09-22,T+7,Economy,7670.0,1380.0,9050.0,Available,Airline Site,Valid
385,3,BOM-HYD,Air India,AI659,2026-09-29,2026-09-28,T+1,Economy,6910.0,1240.0,8150.0,Available,Airline Site,Valid
386,3,BOM-HYD,Akasa,AK812,2026-09-29,2026-08-15,T+45,Economy,4170.0,750.0,4920.0,Available,Airline Site,Valid
387,3,BOM-HYD,Akasa,AK164,2026-09-29,2026-08-30,T+30,Economy,5840.0,1050.0,6890.0,Available,OTA,Valid
388,3,BOM-HYD,Akasa,AK306,2026-09-29,2026-09-14,T+15,Economy,6440.0,1160.0,7600.0,Sold Out,Airline Site,Valid
389,3,BOM-HYD,Akasa,AK423,2026-09-29,2026-09-22,T+7,Economy,8540.0,1540.0,10080.0,Available,OTA,Valid
390,3,BOM-HYD,Akasa,AK656,2026-09-29,2026-09-28,T+1,Economy,9440.0,1700.0,11140.0,Available,Airline Site,Valid
391,3,BLR-HYD,IndiGo,IN465,2026-09-29,2026-08-15,T+45,Economy,3730.0,670.0,4400.0,Available,Airline Site,Valid
392,3,BLR-HYD,IndiGo,IN439,2026-09-29,2026-08-30,T+30,Economy,5260.0,950.0,6210.0,Available,OTA,Valid
393,3,BLR-HYD,IndiGo,IN509,2026-09-29,2026-09-14,T+15,Economy,6260.0,1130.0,7390.0,Available,OTA,Valid
394,3,BLR-HYD,IndiGo,IN291,2026-09-29,2026-09-22,T+7,Economy,6780.0,1220.0,8000.0,Available,OTA,Valid
395,3,BLR-HYD,IndiGo,IN916,2026-09-29,2026-09-28,T+1,Economy,7320.0,1320.0,8640.0,Available,Airline Site,Valid
396,3,BLR-HYD,Air India,AI716,2026-09-29,2026-08-15,T+45,Economy,3710.0,670.0,4380.0,Available,Airline Site,Valid
397,3,BLR-HYD,Air India,AI428,2026-09-29,2026-08-30,T+30,Economy,5040.0,910.0,5950.0,Available,OTA,Valid
