record_id,collection_round,route,airline,flight,departure_date,collection_time,booking_horizon,cabin,base_fare,fuel_surcharge,udf,convenience_fee,gst,total_fare,availability,source,quality_status,exclusion_reason
1563,11,DEL-HYD,IndiGo,IN527,2026-08-25,2026-08-10,T+15,Economy,5450.0,430,215,358,717,7170.0,Available,OTA,Valid,
1564,11,DEL-HYD,IndiGo,IN242,2026-08-25,2026-08-18,T+7,Economy,6263.0,494,247,412,824,8240.0,Available,Airline Site,Valid,
1565,11,DEL-HYD,IndiGo,IN611,2026-08-25,2026-08-24,T+1,Economy,6201.0,490,245,408,816,8160.0,Available,OTA,Valid,
1566,11,DEL-HYD,Air India,AI513,2026-08-25,2026-07-11,T+45,Economy,2957.0,233,117,194,389,3890.0,Available,OTA,Valid,
1567,11,DEL-HYD,Air India,AI904,2026-08-25,2026-07-26,T+30,Economy,3755.0,296,148,247,494,4940.0,Sold Out,Airline Site,Flagged,Sold out at collection time
1568,11,DEL-HYD,Air India,AI438,2026-08-25,2026-08-10,T+15,Economy,4757.0,376,188,313,626,6260.0,Available,OTA,Valid,
1569,11,DEL-HYD,Air India,AI500,2026-08-25,2026-08-18,T+7,Economy,6004.0,474,237,395,790,7900.0,Available,OTA,Valid,
1570,11,DEL-HYD,Air India,AI683,2026-08-25,2026-08-24,T+1,Economy,5351.0,422,211,352,704,7040.0,Available,OTA,Valid,
1571,11,DEL-HYD,Akasa,AK132,2026-08-25,2026-07-11,T+45,Economy,2789.0,220,110,184,367,3670.0,Available,OTA,Valid,
1572,11,DEL-HYD,Akasa,AK495,2026-08-25,2026-07-26,T+30,Economy,3465.0,274,137,228,456,4560.0,Available,Airline Site,Valid,
1573,11,DEL-HYD,Akasa,AK565,2026-08-25,2026-08-10,T+15,Economy,4538.0,358,179,298,597,5970.0,Available,Airline Site,Valid,
1574,11,DEL-HYD,Akasa,AK520,2026-08-25,2026-08-18,T+7,Economy,4963.0,392,196,326,653,6530.0,Available,Airline Site,Valid,
1575,11,DEL-HYD,Akasa,AK860,2026-08-25,2026-08-24,T+1,Economy,5099.0,403,201,336,671,6710.0,Available,Airline Site,Valid,
1576,11,BOM-HYD,IndiGo,IN586,2026-08-25,2026-07-11,T+45,Economy,2797.0,221,110,184,368,3680.0,Available,OTA,Valid,
1577,11,BOM-HYD,IndiGo,IN801,2026-08-25,2026-07-26,T+30,Economy,3769.0,298,149,248,496,4960.0,Available,Airline Site,Valid,
1578,11,BOM-HYD,IndiGo,IN165,2026-08-25,2026-08-10,T+15,Economy,4157.0,328,164,274,547,5470.0,Available,Airline Site,Valid,
1579,11,BOM-HYD,IndiGo,IN602,2026-08-25,2026-08-18,T+7,Economy,5373.0,424,212,354,707,7070.0,Available,Airline Site,Valid,
1580,11,BOM-HYD,IndiGo,IN567,2026-08-25,2026-08-24,T+1,Economy,5845.0,461,231,384,769,7690.0,Available,OTA,Valid,
1581,11,BOM-HYD,Air India,AI525,2026-08-25,2026-07-11,T+45,Economy,2933.0,232,116,193,386,3860.0,Available,OTA,Valid,
1582,11,BOM-HYD,Air India,AI287,2026-08-25,2026-07-26,T+30,Economy,3952.0,312,156,260,520,5200.0,Available,Airline Site,Valid,
1583,11,BOM-HYD,Air India,AI345,2026-08-25,2026-08-10,T+15,Economy,4909.0,388,194,323,646,6460.0,Available,Airline Site,Valid,
1584,11,BOM-HYD,Air India,AI398,2026-08-25,2026-08-18,T+7,Economy,5183.0,409,205,341,682,6820.0,Available,Airline Site,Valid,
1585,11,BOM-HYD,Air India,AI322,2026-08-25,2026-08-24,T+1,Economy,6179.0,488,244,406,813,8130.0,Available,OTA,Valid,
1586,11,BOM-HYD,Akasa,AK178,2026-08-25,2026-07-11,T+45,Economy,3313.0,262,131,218,436,4360.0,Available,OTA,Valid,
1587,11,BOM-HYD,Akasa,AK312,2026-08-25,2026-07-26,T+30,Economy,4211.0,332,166,277,554,5540.0,Available,OTA,Valid,
1588,11,BOM-HYD,Akasa,AK791,2026-08-25,2026-08-10,T+15,Economy,5001.0,395,197,329,658,6580.0,Available,OTA,Valid,
1589,11,BOM-HYD,Akasa,AK299,2026-08-25,2026-08-18,T+7,Economy,5821.0,460,230,383,766,7660.0,Available,Airline Site,Valid,
1590,11,BOM-HYD,Akasa,AK239,2026-08-25,2026-08-24,T+1,Economy,6201.0,490,245,408,816,8160.0,Available,OTA,Valid,
1591,11,BLR-HYD,IndiGo,IN548,2026-08-25,2026-07-11,T+45,Economy,2447.0,193,97,161,322,3220.0,Available,OTA,Valid,
1592,11,BLR-HYD,IndiGo,IN118,2026-08-25,2026-07-26,T+30,Economy,3427.0,271,135,226,451,4510.0,Available,Airline Site,Valid,
1593,11,BLR-HYD,IndiGo,IN500,2026-08-25,2026-08-10,T+15,Economy,4059.0,320,160,267,534,5340.0,Available,Airline Site,Valid,
1594,11,BLR-HYD,IndiGo,IN466,2026-08-25,2026-08-18,T+7,Economy,4773.0,377,188,314,628,6280.0,Available,Airline Site,Valid,
1595,11,BLR-HYD,IndiGo,IN552,2026-08-25,2026-08-24,T+1,Economy,5517.0,436,218,363,726,7260.0,Available,Airline Site,Valid,
1596,11,BLR-HYD,Air India,AI104,2026-08-25,2026-07-11,T+45,Economy,2584.0,204,102,170,340,3400.0,Sold Out,OTA,Flagged,Sold out at collection time
1597,11,BLR-HYD,Air India,AI483,2026-08-25,2026-07-26,T+30,Economy,3800.0,300,150,250,500,5000.0,Available,Airline Site,Valid,
1598,11,BLR-HYD,Air India,AI114,2026-08-25,2026-08-10,T+15,Economy,4135.0,326,163,272,544,5440.0,Available,Airline Site,Valid,
1599,11,BLR-HYD,Air India,AI198,2026-08-25,2026-08-18,T+7,Economy,5077.0,401,200,334,668,6680.0,Available,Airline Site,Valid,
1600,11,BLR-HYD,Air India,AI624,2026-08-25,2026-08-24,T+1,Economy,5517.0,436,218,363,726,7260.0,Available,OTA,Valid,
1601,11,BLR-HYD,Akasa,AK654,2026-08-25,2026-07-11,T+45,Economy,2637.0,208,104,174,347,3470.0,Available,OTA,Valid,
1602,11,BLR-HYD,Akasa,AK465,2026-08-25,2026-07-26,T+30,Economy,3313.0,262,131,218,436,4360.0,Available,Airline Site,Valid,
1603,11,BLR-HYD,Akasa,AK498,2026-08-25,2026-08-10,T+15,Economy,4317.0,341,170,284,568,5680.0,Available,Airline Site,Valid,
1604,11,BLR-HYD,Akasa,AK765,2026-08-25,2026-08-18,T+7,Economy,4545.0,359,179,299,598,5980.0,Available,Airline Site,Valid,
1605,11,BLR-HYD,Akasa,AK408,2026-08-25,2026-08-24,T+1,Economy,4674.0,369,184,308,615,6150.0,Available,OTA,Valid,
1606,11,DEL-MAA,IndiGo,IN970,2026-08-25,2026-07-11,T+45,Economy,2470.0,195,98,162,325,3250.0,Available,OTA,Valid,
1607,11,DEL-MAA,IndiGo,IN746,2026-08-25,2026-07-26,T+30,Economy,3443.0,272,136,226,453,4530.0,Available,Airline Site,Valid,
1608,11,DEL-MAA,IndiGo,IN804,2026-08-25,2026-08-10,T+15,Economy,3974.0,314,157,262,523,5230.0,Available,OTA,Valid,
1609,11,DEL-MAA,IndiGo,IN699,2026-08-25,2026-08-18,T+7,Economy,3967.0,313,157,261,522,5220.0,Available,Airline Site,Valid,
1610,11,DEL-MAA,IndiGo,IN113,2026-08-25,2026-08-24,T+1,Economy,4925.0,389,194,324,648,6480.0,Available,Airline Site,Valid,
1611,11,DEL-MAA,Air India,AI734,2026-08-25,2026-07-11,T+45,Economy,2539.0,200,100,167,334,3340.0,Available,Airline Site,Valid,
1612,11,DEL-MAA,Air India,AI255,2026-08-25,2026-07-26,T+30,Economy,3283.0,259,130,216,432,4320.0,Available,Airline Site,Valid,
1613,11,DEL-MAA,Air India,AI554,2026-08-25,2026-08-10,T+15,Economy,4089.0,323,161,269,538,5380.0,Available,OTA,Valid,
1614,11,DEL-MAA,Air India,AI905,2026-08-25,2026-08-18,T+7,Economy,4287.0,338,169,282,564,5640.0,Available,OTA,Valid,
1615,11,DEL-MAA,Air India,AI124,2026-08-25,2026-08-24,T+1,Economy,5183.0,409,205,341,682,6820.0,Available,OTA,Valid,
1616,11,DEL-MAA,Akasa,AK780,2026-08-25,2026-07-11,T+45,Economy,2454.0,194,97,162,323,3230.0,Available,Airline Site,Valid,
1617,11,DEL-MAA,Akasa,AK429,2026-08-25,2026-07-26,T+30,Economy,3420.0,270,135,225,450,4500.0,Available,Airline Site,Valid,
1618,11,DEL-MAA,Akasa,AK297,2026-08-25,2026-08-10,T+15,Economy,3914.0,309,154,258,515,5150.0,Available,Airline Site,Valid,
1619,11,DEL-MAA,Akasa,AK277,2026-08-25,2026-08-18,T+7,Economy,5107.0,403,202,336,672,6720.0,Available,Airline Site,Valid,
1620,11,DEL-MAA,Akasa,AK842,2026-08-25,2026-08-24,T+1,Economy,4659.0,368,184,306,613,6130.0,Available,Airline Site,Valid,
1621,11,BOM-MAA,IndiGo,IN392,2026-08-25,2026-07-11,T+45,Economy,3693.0,292,146,243,486,4860.0,Available,Airline Site,Valid,
1622,11,BOM-MAA,IndiGo,IN181,2026-08-25,2026-07-26,T+30,Economy,5001.0,395,197,329,658,6580.0,Available,OTA,Valid,
1623,11,BOM-MAA,IndiGo,IN551,2026-08-25,2026-08-10,T+15,Economy,6118.0,483,242,402,805,8050.0,Available,OTA,Valid,
1624,11,BOM-MAA,IndiGo,IN912,2026-08-25,2026-08-18,T+7,Economy,7622.0,602,301,502,1003,10030.0,Available,OTA,Valid,
1625,11,BOM-MAA,IndiGo,IN407,2026-08-25,2026-08-24,T+1,Economy,7274.0,574,287,478,957,9570.0,Available,Airline Site,Valid,
1626,11,BOM-MAA,Air India,AI413,2026-08-25,2026-07-11,T+45,Economy,3960.0,313,156,260,521,5210.0,Available,OTA,Valid,
1627,11,BOM-MAA,Air India,AI441,2026-08-25,2026-07-26,T+30,Economy,5411.0,427,214,356,712,7120.0,Available,OTA,Valid,
1628,11,BOM-MAA,Air India,AI104,2026-08-25,2026-08-10,T+15,Economy,6528.0,515,258,430,859,8590.0,Sold Out,OTA,Flagged,Sold out at collection time
1629,11,BOM-MAA,Air India,AI504,2026-08-25,2026-08-18,T+7,Economy,7691.0,607,304,506,1012,10120.0,Available,OTA,Valid,
1630,11,BOM-MAA,Air India,AI702,2026-08-25,2026-08-24,T+1,Economy,7760.0,613,306,510,1021,10210.0,Available,Airline Site,Valid,
1631,11,BOM-MAA,Akasa,AK266,2026-08-25,2026-07-11,T+45,Economy,4439.0,350,175,292,584,5840.0,Available,OTA,Valid,
1632,11,BOM-MAA,Akasa,AK869,2026-08-25,2026-07-26,T+30,Economy,6270.0,495,248,412,825,8250.0,Available,OTA,Valid,
1633,11,BOM-MAA,Akasa,AK159,2026-08-25,2026-08-10,T+15,Economy,7486.0,591,296,492,985,9850.0,Available,OTA,Valid,
1634,11,BOM-MAA,Akasa,AK135,2026-08-25,2026-08-18,T+7,Economy,8459.0,668,334,556,1113,11130.0,Available,OTA,Valid,
1635,11,BOM-MAA,Akasa,AK814,2026-08-25,2026-08-24,T+1,Economy,9135.0,721,361,601,1202,12020.0,Available,Airline Site,Valid,
1636,11,CCU-BLR,IndiGo,IN716,2026-08-25,2026-07-11,T+45,Economy,2410.0,190,95,158,317,3170.0,Available,Airline Site,Valid,
1637,11,CCU-BLR,IndiGo,IN759,2026-08-25,2026-07-26,T+30,Economy,3154.0,249,124,208,415,4150.0,Available,OTA,Valid,
1638,11,CCU-BLR,IndiGo,IN182,2026-08-25,2026-08-10,T+15,Economy,4096.0,323,162,270,539,5390.0,Available,Airline Site,Valid,
1639,11,CCU-BLR,IndiGo,IN537,2026-08-25,2026-08-18,T+7,Economy,4902.0,387,194,322,645,6450.0,Available,OTA,Valid,
1640,11,CCU-BLR,IndiGo,IN491,2026-08-25,2026-08-24,T+1,Economy,4971.0,392,196,327,654,6540.0,Available,OTA,Valid,
1641,11,CCU-BLR,Air India,AI211,2026-08-25,2026-07-11,T+45,Economy,2645.0,209,104,174,348,3480.0,Available,OTA,Valid,
1642,11,CCU-BLR,Air India,AI314,2026-08-25,2026-07-26,T+30,Economy,3579.0,283,141,236,471,4710.0,Available,OTA,Valid,
1643,11,CCU-BLR,Air India,AI272,2026-08-25,2026-08-10,T+15,Economy,4439.0,350,175,292,584,5840.0,Available,Airline Site,Valid,
1644,11,CCU-BLR,Air India,AI527,2026-08-25,2026-08-18,T+7,Economy,4522.0,357,178,298,595,5950.0,Available,OTA,Valid,
1645,11,CCU-BLR,Air India,AI483,2026-08-25,2026-08-24,T+1,Economy,5434.0,429,214,358,715,7150.0,Available,Airline Site,Valid,
1646,11,CCU-BLR,Akasa,AK561,2026-08-25,2026-07-11,T+45,Economy,2387.0,188,94,157,314,3140.0,Available,Airline Site,Valid,
1647,11,CCU-BLR,Akasa,AK287,2026-08-25,2026-07-26,T+30,Economy,2933.0,232,116,193,386,3860.0,Available,Airline Site,Valid,
1648,11,CCU-BLR,Akasa,AK518,2026-08-25,2026-08-10,T+15,Economy,3853.0,304,152,254,507,5070.0,Available,Airline Site,Valid,
1649,11,CCU-BLR,Akasa,AK400,2026-08-25,2026-08-18,T+7,Economy,4651.0,367,184,306,612,6120.0,Available,Airline Site,Valid,
1650,11,CCU-BLR,Akasa,AK699,2026-08-25,2026-08-24,T+1,Economy,4408.0,348,174,290,580,5800.0,Available,OTA,Valid,
1651,12,DEL-BOM,IndiGo,IN107,2026-08-26,2026-07-12,T+45,Economy,4051.0,320,160,266,533,5330.0,Available,Airline Site,Valid,
1652,12,DEL-BOM,IndiGo,IN107,2026-08-26,2026-07-27,T+30,Economy,5123.0,404,202,337,674,6740.0,Available,OTA,Valid,
1653,12,DEL-BOM,IndiGo,IN445,2026-08-26,2026-08-11,T+15,Economy,7341.0,580,290,483,966,9660.0,Available,OTA,Valid,
1654,12,DEL-BOM,IndiGo,IN422,2026-08-26,2026-08-19,T+7,Economy,7479.0,590,295,492,984,9840.0,Available,OTA,Valid,
1655,12,DEL-BOM,IndiGo,IN158,2026-08-26,2026-08-25,T+1,Economy,8345.0,659,329,549,1098,10980.0,Available,OTA,Valid,
1656,12,DEL-BOM,Air India,AI511,2026-08-26,2026-07-12,T+45,Economy,4690.0,370,185,308,617,6170.0,Available,Airline Site,Valid,
1657,12,DEL-BOM,Air India,AI643,2026-08-26,2026-07-27,T+30,Economy,5700.0,450,225,375,750,7500.0,Available,Airline Site,Valid,
1658,12,DEL-BOM,Air India,AI774,2026-08-26,2026-08-11,T+15,Economy,7653.0,604,302,504,1007,10070.0,Available,OTA,Valid,
1659,12,DEL-BOM,Air India,AI753,2026-08-26,2026-08-19,T+7,Economy,8695.0,686,343,572,1144,11440.0,Available,OTA,Valid,
1660,12,DEL-BOM,Air India,AI146,2026-08-26,2026-08-25,T+1,Economy,8139.0,643,321,536,1071,10710.0,Available,OTA,Valid,
1661,12,DEL-BOM,Akasa,AK856,2026-08-26,2026-07-12,T+45,Economy,4477.0,353,177,294,589,5890.0,Available,Airline Site,Valid,
1662,12,DEL-BOM,Akasa,AK587,2026-08-26,2026-07-27,T+30,Economy,6088.0,481,240,400,801,8010.0,Available,Airline Site,Valid,
1663,12,DEL-BOM,Akasa,AK299,2026-08-26,2026-08-11,T+15,Economy,7866.0,621,310,518,1035,10350.0,Available,Airline Site,Valid,
1664,12,DEL-BOM,Akasa,AK408,2026-08-26,2026-08-19,T+7,Economy,7882.0,622,311,518,1037,10370.0,Available,OTA,Valid,
1665,12,DEL-BOM,Akasa,AK218,2026-08-26,2026-08-25,T+1,Economy,8322.0,657,328,548,1095,10950.0,Available,Airline Site,Valid,
1666,12,DEL-BLR,IndiGo,IN208,2026-08-26,2026-07-12,T+45,Economy,2311.0,182,91,152,304,3040.0,Available,Airline Site,Valid,
1667,12,DEL-BLR,IndiGo,IN492,2026-08-26,2026-07-27,T+30,Economy,3025.0,239,119,199,398,3980.0,Available,Airline Site,Valid,
1668,12,DEL-BLR,IndiGo,IN786,2026-08-26,2026-08-11,T+15,Economy,4082.0,322,161,268,537,5370.0,Available,Airline Site,Valid,
1669,12,DEL-BLR,IndiGo,IN603,2026-08-26,2026-08-19,T+7,Economy,4743.0,374,187,312,624,6240.0,Available,OTA,Valid,
1670,12,DEL-BLR,IndiGo,IN884,2026-08-26,2026-08-25,T+1,Economy,5168.0,408,204,340,680,6800.0,Available,Airline Site,Valid,
1671,12,DEL-BLR,Air India,AI853,2026-08-26,2026-07-12,T+45,Economy,2539.0,200,100,167,334,3340.0,Available,OTA,Valid,
1672,12,DEL-BLR,Air India,AI218,2026-08-26,2026-07-27,T+30,Economy,3451.0,272,136,227,454,4540.0,Available,Airline Site,Valid,
1673,12,DEL-BLR,Air India,AI292,2026-08-26,2026-08-11,T+15,Economy,3974.0,314,157,262,523,5230.0,Available,Airline Site,Valid,
1674,12,DEL-BLR,Air India,AI420,2026-08-26,2026-08-19,T+7,Economy,4697.0,371,185,309,618,6180.0,Available,Airline Site,Valid,
1675,12,DEL-BLR,Air India,AI294,2026-08-26,2026-08-25,T+1,Economy,4872.0,385,192,320,641,6410.0,Available,OTA,Valid,
1676,12,DEL-BLR,Akasa,AK915,2026-08-26,2026-07-12,T+45,Economy,2379.0,188,94,156,313,3130.0,Available,Airline Site,Valid,
1677,12,DEL-BLR,Akasa,AK972,2026-08-26,2026-07-27,T+30,Economy,2933.0,232,116,193,386,3860.0,Available,Airline Site,Valid,
1678,12,DEL-BLR,Akasa,AK324,2026-08-26,2026-08-11,T+15,Economy,4195.0,331,166,276,552,5520.0,Available,OTA,Valid,
1679,12,DEL-BLR,Akasa,AK864,2026-08-26,2026-08-19,T+7,Economy,4035.0,319,159,266,531,5310.0,Available,Airline Site,Valid,
1680,12,DEL-BLR,Akasa,AK805,2026-08-26,2026-08-25,T+1,Economy,4819.0,380,190,317,634,6340.0,Available,OTA,Valid,
1681,12,BOM-BLR,IndiGo,IN160,2026-08-26,2026-07-12,T+45,Economy,2128.0,168,84,140,280,2800.0,Available,OTA,Valid,
1682,12,BOM-BLR,IndiGo,IN968,2026-08-26,2026-07-27,T+30,Economy,2714.0,214,107,178,357,3570.0,Available,Airline Site,Valid,
1683,12,BOM-BLR,IndiGo,IN986,2026-08-26,2026-08-11,T+15,Economy,3565.0,281,141,234,469,4690.0,Available,OTA,Valid,
1684,12,BOM-BLR,IndiGo,IN934,2026-08-26,2026-08-19,T+7,Economy,4059.0,320,160,267,534,5340.0,Available,Airline Site,Valid,
1685,12,BOM-BLR,IndiGo,IN445,2026-08-26,2026-08-25,T+1,Economy,4712.0,372,186,310,620,6200.0,Available,OTA,Valid,
1686,12,BOM-BLR,Air India,AI640,2026-08-26,2026-07-12,T+45,Economy,2394.0,189,94,158,315,3150.0,Available,OTA,Valid,
1687,12,BOM-BLR,Air India,AI976,2026-08-26,2026-07-27,T+30,Economy,3268.0,258,129,215,430,4300.0,Available,Airline Site,Valid,
1688,12,BOM-BLR,Air India,AI694,2026-08-26,2026-08-11,T+15,Economy,3853.0,304,152,254,507,5070.0,Available,Airline Site,Valid,
1689,12,BOM-BLR,Air India,AI568,2026-08-26,2026-08-19,T+7,Economy,4955.0,391,196,326,652,6520.0,Available,Airline Site,Valid,
1690,12,BOM-BLR,Air India,AI248,2026-08-26,2026-08-25,T+1,Economy,4803.0,379,190,316,632,6320.0,Available,Airline Site,Valid,
1691,12,BOM-BLR,Akasa,AK689,2026-08-26,2026-07-12,T+45,Economy,2325.0,184,92,153,306,3060.0,Available,Airline Site,Valid,
1692,12,BOM-BLR,Akasa,AK795,2026-08-26,2026-07-27,T+30,Economy,3139.0,248,124,206,413,4130.0,Available,Airline Site,Valid,
1693,12,BOM-BLR,Akasa,AK283,2026-08-26,2026-08-11,T+15,Economy,3693.0,292,146,243,486,4860.0,Available,Airline Site,Valid,
1694,12,BOM-BLR,Akasa,AK707,2026-08-26,2026-08-19,T+7,Economy,4842.0,382,191,318,637,6370.0,Available,Airline Site,Valid,
1695,12,BOM-BLR,Akasa,AK134,2026-08-26,2026-08-25,T+1,Economy,4765.0,376,188,314,627,6270.0,Available,OTA,Valid,
1696,12,DEL-CCU,IndiGo,IN484,2026-08-26,2026-07-12,T+45,Economy,3147.0,248,124,207,414,4140.0,Available,Airline Site,Valid,
1697,12,DEL-CCU,IndiGo,IN765,2026-08-26,2026-07-27,T+30,Economy,4453.0,352,176,293,586,5860.0,Available,OTA,Valid,
1698,12,DEL-CCU,IndiGo,IN184,2026-08-26,2026-08-11,T+15,Economy,5047.0,398,199,332,664,6640.0,Available,Airline Site,Valid,
1699,12,DEL-CCU,IndiGo,IN686,2026-08-26,2026-08-19,T+7,Economy,5282.0,417,208,348,695,6950.0,Available,Airline Site,Valid,
1700,12,DEL-CCU,IndiGo,IN595,2026-08-26,2026-08-25,T+1,Economy,6643.0,524,262,437,874,8740.0,Available,OTA,Valid,
1701,12,DEL-CCU,Air India,AI830,2026-08-26,2026-07-12,T+45,Economy,2857.0,226,113,188,376,3760.0,Available,Airline Site,Valid,
1702,12,DEL-CCU,Air India,AI503,2026-08-26,2026-07-27,T+30,Economy,3907.0,308,154,257,514,5140.0,Available,OTA,Valid,
1703,12,DEL-CCU,Air India,AI651,2026-08-26,2026-08-11,T+15,Economy,4582.0,362,181,302,603,6030.0,Available,Airline Site,Valid,
1704,12,DEL-CCU,Air India,AI774,2026-08-26,2026-08-19,T+7,Economy,5662.0,447,224,372,745,7450.0,Available,Airline Site,Valid,
1705,12,DEL-CCU,Air India,AI105,2026-08-26,2026-08-25,T+1,Economy,6445.0,509,254,424,848,8480.0,Available,OTA,Valid,
1706,12,DEL-CCU,Akasa,AK265,2026-08-26,2026-07-12,T+45,Economy,2736.0,216,108,180,360,3600.0,Available,OTA,Valid,
1707,12,DEL-CCU,Akasa,AK227,2026-08-26,2026-07-27,T+30,Economy,3815.0,301,151,251,502,5020.0,Available,OTA,Valid,
1708,12,DEL-CCU,Akasa,AK773,2026-08-26,2026-08-11,T+15,Economy,5069.0,400,200,334,667,6670.0,Sold Out,OTA,Flagged,Sold out at collection time
1709,12,DEL-CCU,Akasa,AK901,2026-08-26,2026-08-19,T+7,Economy,4849.0,383,191,319,638,6380.0,Available,OTA,Valid,
1710,12,DEL-CCU,Akasa,AK420,2026-08-26,2026-08-25,T+1,Economy,5153.0,407,203,339,678,6780.0,Available,OTA,Valid,
1711,12,DEL-HYD,IndiGo,IN145,2026-08-26,2026-07-12,T+45,Economy,3071.0,242,121,202,404,4040.0,Available,Airline Site,Valid,
1712,12,DEL-HYD,IndiGo,IN320,2026-08-26,2026-07-27,T+30,Economy,4013.0,317,158,264,528,5280.0,Available,Airline Site,Valid,
1713,12,DEL-HYD,IndiGo,IN846,2026-08-26,2026-08-11,T+15,Economy,5199.0,410,205,342,684,6840.0,Available,Airline Site,Valid,
1714,12,DEL-HYD,IndiGo,IN765,2026-08-26,2026-08-19,T+7,Economy,5723.0,452,226,376,753,7530.0,Available,OTA,Valid,
1715,12,DEL-HYD,IndiGo,IN792,2026-08-26,2026-08-25,T+1,Economy,6270.0,495,248,412,825,8250.0,Available,Airline Site,Valid,
1716,12,DEL-HYD,Air India,AI748,2026-08-26,2026-07-12,T+45,Economy,3101.0,245,122,204,408,4080.0,Available,Airline Site,Valid,
1717,12,DEL-HYD,Air India,AI763,2026-08-26,2026-07-27,T+30,Economy,4256.0,336,168,280,560,5600.0,Available,Airline Site,Valid,
1718,12,DEL-HYD,Air India,AI906,2026-08-26,2026-08-11,T+15,Economy,5016.0,396,198,330,660,6600.0,Available,Airline Site,Valid,
1719,12,DEL-HYD,Air India,AI376,2026-08-26,2026-08-19,T+7,Economy,6277.0,496,248,413,826,8260.0,Available,Airline Site,Valid,
1720,12,DEL-HYD,Air India,AI437,2026-08-26,2026-08-25,T+1,Economy,6437.0,508,254,424,847,8470.0,Available,OTA,Valid,
1721,12,DEL-HYD,Akasa,AK917,2026-08-26,2026-07-12,T+45,Economy,3214.0,254,127,212,423,4230.0,Available,Airline Site,Valid,
1722,12,DEL-HYD,Akasa,AK327,2026-08-26,2026-07-27,T+30,Economy,4332.0,342,171,285,570,5700.0,Available,Airline Site,Valid,
1723,12,DEL-HYD,Akasa,AK639,2026-08-26,2026-08-11,T+15,Economy,5754.0,454,227,378,757,7570.0,Available,OTA,Valid,
1724,12,DEL-HYD,Akasa,AK197,2026-08-26,2026-08-19,T+7,Economy,6429.0,508,254,423,846,8460.0,Available,OTA,Valid,
1725,12,DEL-HYD,Akasa,AK149,2026-08-26,2026-08-25,T+1,Economy,6779.0,535,268,446,892,8920.0,Available,OTA,Valid,
1726,12,BOM-HYD,IndiGo,IN664,2026-08-26,2026-07-12,T+45,Economy,3170.0,250,125,208,417,4170.0,Available,OTA,Valid,
1727,12,BOM-HYD,IndiGo,IN109,2026-08-26,2026-07-27,T+30,Economy,4104.0,324,162,270,540,5400.0,Available,Airline Site,Valid,
1728,12,BOM-HYD,IndiGo,IN681,2026-08-26,2026-08-11,T+15,Economy,5351.0,422,211,352,704,7040.0,Available,Airline Site,Valid,
1729,12,BOM-HYD,IndiGo,IN479,2026-08-26,2026-08-19,T+7,Economy,6491.0,512,256,427,854,8540.0,Available,Airline Site,Valid,
1730,12,BOM-HYD,IndiGo,IN568,2026-08-26,2026-08-25,T+1,Economy,6558.0,518,259,432,863,8630.0,Available,OTA,Valid,
1731,12,BOM-HYD,Air India,AI538,2026-08-26,2026-07-12,T+45,Economy,3071.0,242,121,202,404,4040.0,Available,Airline Site,Valid,
1732,12,BOM-HYD,Air India,AI412,2026-08-26,2026-07-27,T+30,Economy,4187.0,331,165,276,551,5510.0,Available,OTA,Valid,
1733,12,BOM-HYD,Air India,AI178,2026-08-26,2026-08-11,T+15,Economy,5700.0,450,225,375,750,7500.0,Available,Airline Site,Valid,
1734,12,BOM-HYD,Air India,AI861,2026-08-26,2026-08-19,T+7,Economy,5289.0,418,209,348,696,6960.0,Available,OTA,Valid,
1735,12,BOM-HYD,Air India,AI534,2026-08-26,2026-08-25,T+1,Economy,6581.0,520,260,433,866,8660.0,Available,Airline Site,Valid,
1736,12,BOM-HYD,Akasa,AK645,2026-08-26,2026-07-12,T+45,Economy,3018.0,238,119,198,397,3970.0,Available,OTA,Valid,
1737,12,BOM-HYD,Akasa,AK951,2026-08-26,2026-07-27,T+30,Economy,3648.0,288,144,240,480,4800.0,Available,OTA,Valid,
1738,12,BOM-HYD,Akasa,AK350,2026-08-26,2026-08-11,T+15,Economy,5259.0,415,208,346,692,6920.0,Available,Airline Site,Valid,
1739,12,BOM-HYD,Akasa,AK790,2026-08-26,2026-08-19,T+7,Economy,5821.0,460,230,383,766,7660.0,Available,Airline Site,Valid,
1740,12,BOM-HYD,Akasa,AK236,2026-08-26,2026-08-25,T+1,Economy,5427.0,428,214,357,714,7140.0,Available,Airline Site,Valid,
1741,12,BLR-HYD,IndiGo,IN795,2026-08-26,2026-07-12,T+45,Economy,2592.0,205,102,170,341,3410.0,Available,Airline Site,Valid,
1742,12,BLR-HYD,IndiGo,IN371,2026-08-26,2026-07-27,T+30,Economy,3488.0,275,138,230,459,4590.0,Available,OTA,Valid,
1743,12,BLR-HYD,IndiGo,IN758,2026-08-26,2026-08-11,T+15,Economy,4218.0,333,166,278,555,5550.0,Available,Airline Site,Valid,
1744,12,BLR-HYD,IndiGo,IN968,2026-08-26,2026-08-19,T+7,Economy,5632.0,445,222,370,741,7410.0,Available,OTA,Valid,
1745,12,BLR-HYD,IndiGo,IN405,2026-08-26,2026-08-25,T+1,Economy,4734.0,374,187,312,623,6230.0,Available,Airline Site,Valid,
1746,12,BLR-HYD,Air India,AI109,2026-08-26,2026-07-12,T+45,Economy,2622.0,207,104,172,345,3450.0,Available,OTA,Valid,
